,all_scores,all_mean_scores,e_solved
0,0.0,0.0,1385
1,0.0,0.0,1385
2,0.10000000149011612,0.033333333830038704,1385
3,0.0,0.02500000037252903,1385
4,0.0,0.020000000298023225,1385
5,0.0,0.016666666915019352,1385
6,0.0,0.014285714498588018,1385
7,0.0,0.012500000186264515,1385
8,0.0,0.011111111276679568,1385
9,0.0,0.010000000149011612,1385
10,0.0,0.009090909226374193,1385
11,0.0,0.008333333457509676,1385
12,0.10000000149011612,0.015384615613864018,1385
13,0.0,0.014285714498588018,1385
14,0.10000000149011612,0.020000000298023225,1385
15,0.0,0.018750000279396772,1385
16,0.0,0.01764705908649108,1385
17,0.0,0.016666666915019352,1385
18,0.09000000171363354,0.020526316114946416,1385
19,0.10000000149011612,0.024500000383704902,1385
20,0.10000000149011612,0.028095238531629246,1385
21,0.0,0.026818182234737007,1385
22,0.0,0.02565217431148757,1385
23,0.0,0.024583333715175588,1385
24,0.0,0.023600000366568567,1385
25,0.0,0.022692308044777468,1385
26,0.09000000171363354,0.025185185588068433,1385
27,0.0,0.024285714674208845,1385
28,0.20000000298023224,0.03034482806407172,1385
29,0.0,0.02933333379526933,1385
30,0.0,0.028387097221228383,1385
31,0.09000000171363354,0.030312500486616045,1385
32,0.0,0.029393939865809498,1385
33,0.0,0.028529412222697455,1385
34,0.0,0.027714286159191814,1385
35,0.0,0.02694444487699204,1385
36,0.0,0.026216216637073336,1385
37,0.09000000171363354,0.027894737296982816,1385
38,0.0,0.027179487622701205,1385
39,0.0,0.026500000432133675,1385
40,0.0,0.025853658958179194,1385
41,0.0,0.02523809564965112,1385
42,0.0,0.024651163192682488,1385
43,0.0,0.024090909483757885,1385
44,0.0,0.02355555593967438,1385
45,0.0,0.023043478636637978,1385
46,0.0,0.022553191857135044,1385
47,0.0,0.02208333369344473,1385
48,0.0,0.021632653413986673,1385
49,0.0,0.02120000034570694,1385
50,0.0,0.02078431406441857,1385
51,0.0,0.020384615717025902,1385
52,0.0,0.020000000326138623,1385
53,0.0,0.01962962994972865,1385
54,0.0,0.019272727587006308,1385
55,0.10000000149011612,0.020714286049561843,1385
56,0.0,0.020350877522376545,1385
57,0.0,0.02000000032371488,1385
58,0.0,0.01966101726738073,1385
59,0.10000000149011612,0.021000000337759655,1385
60,0.0,0.020655738037140645,1385
61,0.0,0.02032258097202547,1385
62,0.09000000171363354,0.021428571777447822,1385
63,0.0,0.0210937503434252,1385
64,0.0,0.020769231107372502,1385
65,0.0,0.02045454578756383,1385
66,0.0,0.020149254059391237,1385
67,0.09000000357627869,0.021176470964051345,1385
68,0.0,0.020869565587760746,1385
69,0.0,0.02057142893650702,1385
70,0.0,0.02028169050078157,1385
71,0.10000000149011612,0.02138888926452233,1385
72,0.0,0.021095890781446677,1385
73,0.0,0.020810811176291993,1385
74,0.10000000149011612,0.021866667047142983,1385
75,0.0,0.021578947743891103,1385
76,0.0,0.021298701669295112,1385
77,0.0,0.02102564139148364,1385
78,0.0,0.02075949403209777,1385
79,0.0,0.020500000356696545,1385
80,0.0,0.020246913932539797,1385
81,0.0,0.020000000347996632,1385
82,0.0,0.019759036488382214,1385
83,0.0,0.01952380986352052,1385
84,0.0,0.01929411798277322,1385
85,0.0,0.019069767773671205,1385
86,0.10000000149011612,0.020000000345124596,1385
87,0.0,0.019772727613929997,1385
88,0.0,0.019550562135121796,1385
89,0.0,0.019333333666953775,1385
90,0.0,0.019120879450833406,1385
91,0.0,0.018913043804628694,1385
92,0.09000000171363354,0.01967741969612337,1385
93,0.10000000149011612,0.020531915247123292,1385
94,0.0,0.020315789823469363,1385
95,0.0,0.020104167012808222,1385
96,0.0,0.019896907559067933,1385
97,0.0,0.01969387789009785,1385
98,0.0,0.019494949830601915,1385
99,0.10000000149011612,0.020300000347197054,1385
100,0.0,0.020300000347197054,1385
101,0.0,0.020300000347197054,1385
102,0.09000000171363354,0.02020000034943223,1385
103,0.09000000171363354,0.021100000366568564,1385
104,0.10000000149011612,0.022100000381469725,1385
105,0.09000000171363354,0.02300000039860606,1385
106,0.0,0.02300000039860606,1385
107,0.0,0.02300000039860606,1385
108,0.0,0.02300000039860606,1385
109,0.0,0.02300000039860606,1385
110,0.0,0.02300000039860606,1385
111,0.10000000149011612,0.024000000413507222,1385
112,0.0,0.02300000039860606,1385
113,0.0,0.02300000039860606,1385
114,0.0,0.0220000003837049,1385
115,0.10000000149011612,0.02300000039860606,1385
116,0.0,0.02300000039860606,1385
117,0.0,0.02300000039860606,1385
118,0.0,0.022100000381469725,1385
119,0.0,0.021100000366568564,1385
120,0.0,0.020100000351667403,1385
121,0.09000000171363354,0.02100000036880374,1385
